titles,descriptions,links,pubDates
"Russia's loss of its Black Sea flagship would make capturing Odesa harder, analysts say. ",,https://www.nytimes.com/2022/04/15/world/europe/russias-loss-of-its-black-sea-flagship-will-make-capturing-odesa-harder-analysts-say.html ,"Fri, 15 Apr 2022 15:00:03 +0000 "
What to Know About 2022 World Cup Travel to Qatar ,"Tickets are on sale for the world's most popular sporting event, but concerns over worker exploitation and laws against homosexuality have complicated the decision to attend for some fans. ",https://www.nytimes.com/2022/04/15/travel/qatar-world-cup.html ,"Fri, 15 Apr 2022 15:52:36 +0000 "
Military Memo Adds to Possible Interstellar Meteor Mystery ,"The U.S. Space Command seemed to confirm a claim that a meteor from outside the solar system had entered Earth's atmosphere, but other scientists and NASA are still not convinced. ",https://www.nytimes.com/2022/04/15/science/interstellar-meteor-debate.html ,"Fri, 15 Apr 2022 12:29:13 +0000 "
Journey to Transnistria: Inside Russia's Disinformation Bubble ,"We traveled inside Transnistria, a Moscow-backed breakaway state in Moldova, to find out how Russia's disinformation campaign stretches beyond its borders. ",https://www.nytimes.com/video/world/100000008272335/russia-disinformation-moldova.html ,"Sat, 16 Apr 2022 00:10:11 +0000 "
A reporter covering the war reflects on the legacy of the Holocaust. ,"In eastern Poland, perceptions of Russia and Ukraine are shaped by a traumatic past. ",https://www.nytimes.com/2022/04/15/world/europe/a-reporter-covering-the-war-reflects-on-the-legacy-of-the-holocaust.html ,"Fri, 15 Apr 2022 07:09:46 +0000 "
Russia's Storied Ballet Is Among the Casualties of War ,Ballet has long been a symbol of Russian culture. Now it is becoming a symbol of Russian isolation. ,https://www.nytimes.com/2022/04/15/arts/olga-smirnova-ballet-bolshoi-ukraine-war.html ,"Fri, 15 Apr 2022 14:08:46 +0000 "
Your Friday Briefing ,Obstacles to Russia's assault on Ukraine. ,https://www.nytimes.com/2022/04/15/briefing/russia-setbacks-rwanda-immigration.html ,"Fri, 15 Apr 2022 04:21:16 +0000 "
"Gina McCarthy, Top Climate Adviser, Is Said to Be Planning Departure ",Ms. McCarthy was tapped by President Biden to lead an ambitious domestic climate agenda. Associates say she is frustrated by the slow pace of progress. ,https://www.nytimes.com/2022/04/14/climate/gina-mccarthy-climate-adviser.html ,"Fri, 15 Apr 2022 00:57:10 +0000 "
Tensions Over the Ukraine War Deepen the Chill Near the North Pole ,"The war and the comments of a Russian diplomat have strained relations on an archipelago in Norway where Russians, Ukrainians and Norwegians have lived peacefully for decades. ",https://www.nytimes.com/2022/04/14/world/europe/barentsburg-norway-ukraine-war-russia.html ,"Thu, 14 Apr 2022 21:51:19 +0000 "
"Russia Hits Setbacks, as Flagship Sinks and E.U. Mulls Oil Ban ","Ukraine said it hit a Russian warship in the Black Sea with its own missiles, a damaging blow to Moscow, symbolically and militarily, if its claim is confirmed. ",https://www.nytimes.com/2022/04/14/world/europe/russia-warship-eu-oil.html ,"Thu, 14 Apr 2022 22:19:25 +0000 "
Your Friday Briefing: Russia's Flagship Sinks ,Plus Elon Musk's bid for Twitter and Britain's plan to resettle asylum seekers … in Rwanda. ,https://www.nytimes.com/2022/04/14/briefing/your-friday-briefing-russias-flagship-sinks.html ,"Thu, 14 Apr 2022 21:06:27 +0000 "
British Militant Convicted for Role in Deaths of Americans ,"The verdict capped a two-week trial that featured the testimony of former captives who detailed relentless beatings, waterboarding and killings by an Islamic State cell known as the Beatles. ",https://www.nytimes.com/2022/04/14/us/politics/isis-beatles-el-shafee-elsheikh.html ,"Thu, 14 Apr 2022 21:26:25 +0000 "
Russian Media Falsely Claims Ukraine Atrocity Images Are Fake ,"Russians are being shown some of the same distressing imagery from the war as the rest of the world, but with a big twist. ",https://www.nytimes.com/2022/04/14/world/europe/russian-media-atrocities-fake.html ,"Thu, 14 Apr 2022 17:28:53 +0000 "
"Covid Cases Strain N.H.S. Bid to Reduce Hospital Treatment Backlog, Doctors Say ",The British government's promise to shorten wait times for elective hospital procedures is threatened by high rates of positive coronavirus tests among patients and staff. ,https://www.nytimes.com/2022/04/14/world/europe/nhs-covid-cases-treatment-backlogs.html ,"Thu, 14 Apr 2022 19:39:48 +0000 "
Europe Reluctantly Readies Russian Oil Embargo ,"Officials are drafting a phased import ban on Russian oil products, but the measure won't be floated until after the second round of the French elections at the earliest. ",https://www.nytimes.com/2022/04/14/world/europe/european-union-oil-embargo-russia-ukraine.html ,"Fri, 15 Apr 2022 00:39:05 +0000 "
Why Did the Larsen A and B Ice Shelves Fail? Scientists Say They Now Know. ,"The collapse of the two ice shelves was most likely triggered by vast plumes of warm air from the Pacific, researchers have found. ",https://www.nytimes.com/2022/04/14/climate/antarctic-ice-shelves-atmospheric-rivers.html ,"Fri, 15 Apr 2022 21:04:45 +0000 "
Even the Cactus May Not Be Safe From Climate Change ,"More than half of species could face greater extinction risk by midcentury, a new study found, as rising heat and dryness test the prickly plants' limits. ",https://www.nytimes.com/2022/04/14/climate/cactus-climate-change.html ,"Thu, 14 Apr 2022 16:04:53 +0000 "
Two U.S. Lawmakers Visit Kyiv to Show Support for Ukraine ,"Senator Steve Daines of Montana and Representative Victoria Spartz of Indiana, both Republicans, were invited by Ukraine's government on short notice. ",https://www.nytimes.com/2022/04/14/world/europe/steve-daines-victoria-spartz-ukraine-kyiv.html ,"Thu, 14 Apr 2022 16:33:17 +0000 "
"On Poland-Ukraine Border, the Past Is Always Present. It's Not Always Predictive. ","For a Jewish reporter with Eastern European roots, one of the hardest challenges covering the war is reconciling the horrors of the Holocaust with the Poland and Ukraine of today. ",https://www.nytimes.com/2022/04/14/world/europe/poland-ukraine-holocaust-dispatch.html ,"Thu, 14 Apr 2022 22:37:05 +0000 "
David Cronenberg and Claire Denis Will Compete at Cannes Film Festival ,"Organizers announced a lineup of nearly 50 movies for the event's 2022 edition, including 18 in the running for the top honor, the Palme d'Or. ",https://www.nytimes.com/2022/04/14/movies/cannes-film-festival-lineup.html ,"Thu, 14 Apr 2022 21:45:29 +0000 "
A Crisis for Mothers ,"The war in Ukraine has led to familiar, but heightened, problems for women. ",https://www.nytimes.com/2022/04/14/briefing/ukraine-refugees-mothers-children.html ,"Thu, 14 Apr 2022 10:45:09 +0000 "
Japanese TV Show “Old Enough!” Features Toddlers Running Errands ,"“Old Enough!,” a Japanese show that has been on the air for decades, recently came to Netflix. It features toddlers running errands without adult supervision. ",https://www.nytimes.com/2022/04/14/world/asia/japan-toddler-tv-show.html ,"Fri, 15 Apr 2022 02:58:47 +0000 "
Shanghai's Food Crisis Prompts Beijing Residents to Stock Up ,"“Things that happened in Shanghai made me panic,” said Li Lilin, a real estate agent in Beijing, adding, “I'm just terrified of starving to death.” ",https://www.nytimes.com/2022/04/14/world/asia/china-food-crisis-beijing.html ,"Thu, 14 Apr 2022 19:23:38 +0000 "
Your Thursday Briefing ,Investigations into human rights abuses in Ukraine. ,https://www.nytimes.com/2022/04/14/briefing/human-rights-ukraine-nato.html ,"Thu, 14 Apr 2022 13:12:26 +0000 "
Russian Warship Is 'Seriously Damaged' in Black Sea ,Ukraine claimed it was the same vessel that was famously and obscenely told off by Ukrainian troops in February. ,https://www.nytimes.com/2022/04/13/world/europe/russian-warship-black-sea.html ,"Thu, 14 Apr 2022 05:04:55 +0000 "
U.S. Considers Sending a High-Level Official to Kyiv ,No American official has publicly visited Ukraine since Russia launched its invasion in late February. ,https://www.nytimes.com/2022/04/13/world/europe/us-official-kyiv-ukraine.html ,"Thu, 14 Apr 2022 05:04:53 +0000 "
"'Clear Patterns' of Russian Rights Abuses Found in Ukraine, Report Says ",Momentum is building to try to bring war crimes charges tied to Russia's invasion of Ukraine. ,https://www.nytimes.com/2022/04/13/world/europe/ukraine-russia-war-abuses.html ,"Thu, 14 Apr 2022 00:49:34 +0000 "
Terrorism Trial Ends With Account of Aid Worker's Enslavement ,El Shafee Elsheikh was accused of being one of four British members of the Islamic State responsible for the torture and killing of Kayla Mueller and three others. ,https://www.nytimes.com/2022/04/13/us/politics/el-shafee-elsheikh-terrorism-beatles.html ,"Wed, 13 Apr 2022 22:55:56 +0000 "
Biden Announces $800 Million in Military Assistance for Ukraine ,The United States will also step up intelligence sharing as Russia appears to be preparing an offensive in eastern Ukraine. ,https://www.nytimes.com/2022/04/13/us/politics/biden-weapons-ukraine.html ,"Wed, 13 Apr 2022 22:24:05 +0000 "
U.K. May Send Asylum Seekers to Rwanda for Processing ,"The details of the plan will be made public on Thursday, but local news media have reported it may include shipping immigrants to the African country. ",https://www.nytimes.com/2022/04/13/world/europe/britain-rwanda-immigrant-deal.html ,"Thu, 14 Apr 2022 06:17:11 +0000 "
Captured Ukrainian Oligarch Was Figure in Russian Election Meddling Investigation ,"Viktor Medvedchuk, a Ukrainian politician close to President Vladimir V. Putin of Russia, was also a client of Paul Manafort, the Republican political consultant and Trump campaign chairman. ",https://www.nytimes.com/2022/04/13/world/europe/viktor-medvedchuk-russia-ukraine.html ,"Wed, 13 Apr 2022 21:53:03 +0000 "
Le Pen Backs NATO-Russia Reconciliation and Reduced French Role in Alliance ,"Marine Le Pen, the far-right candidate for the French presidency, offered a worldview reminiscent of the Trump presidency. “No submission to an American protectorate on European soil,” she said. ",https://www.nytimes.com/2022/04/13/world/europe/le-pen-nato-russia-germany.html ,"Thu, 14 Apr 2022 17:51:01 +0000 "
Your Thursday Briefing: Finland and Sweden May Join NATO ,Plus the world has now surpassed 500 million known Covid cases. ,https://www.nytimes.com/2022/04/13/briefing/finland-sweden-nato-covid-cases.html ,"Wed, 13 Apr 2022 23:23:24 +0000 "
U.S. Expands Intelligence Sharing With Ukraine on Russian Forces in Donbas Region ,"Western officials say they expect the Kremlin to mount a major offensive in the Donbas, where Russian-backed separatists have been fighting Ukrainian forces for years. ",https://www.nytimes.com/2022/04/13/world/europe/us-russian-troops-donbas-intelligence-sharing-ukraine.html ,"Wed, 13 Apr 2022 19:39:53 +0000 "
